timestamp,words,word,numberOfLetters,scrabbleScore
2017-07-28 14:20:07,1,pip,3,7
2017-07-28 14:20:08,0,,0,0
2017-07-28 14:20:09,0,,0,0
2017-07-28 14:20:10,0,,0,0
2017-07-28 14:20:11,0,,0,0
2017-07-28 14:20:12,0,,0,0
2017-07-28 14:20:13,0,,0,0
2017-07-28 14:20:14,0,,0,0
2017-07-28 14:20:15,0,,0,0
2017-07-28 14:20:16,1,tans,4,4
2017-07-28 14:20:17,0,,0,0
2017-07-28 14:20:18,1,ants,4,4
2017-07-28 14:20:19,0,,0,0
2017-07-28 14:20:20,0,,0,0
2017-07-28 14:20:21,0,,0,0
2017-07-28 14:20:22,0,,0,0
2017-07-28 14:20:23,0,,0,0
2017-07-28 14:20:24,0,,0,0
2017-07-28 14:20:25,1,upi,3,5
2017-07-28 14:20:26,0,,0,0
2017-07-28 14:20:27,1,dup,3,6
2017-07-28 14:20:28,0,,0,0
2017-07-28 14:20:29,0,,0,0
2017-07-28 14:20:30,0,,0,0
2017-07-28 14:20:31,1,ped,3,6
2017-07-28 14:20:32,1,nest,4,4
2017-07-28 14:20:33,0,,0,0
2017-07-28 14:20:34,0,,0,0
2017-07-28 14:20:35,0,,0,0
2017-07-28 14:20:36,0,,0,0
2017-07-28 14:20:37,0,,0,0
2017-07-28 14:20:38,0,,0,0
2017-07-28 14:20:39,1,pie,3,5
2017-07-28 14:20:40,1,santa,5,5
2017-07-28 14:20:41,0,,0,0
2017-07-28 14:20:42,0,,0,0
2017-07-28 14:20:43,0,,0,0
2017-07-28 14:20:44,2,sent-pie,7,9
2017-07-28 14:20:45,0,,0,0
2017-07-28 14:20:46,0,,0,0
2017-07-28 14:20:47,0,,0,0
2017-07-28 14:20:48,0,,0,0
2017-07-28 14:20:49,0,,0,0
2017-07-28 14:20:50,1,due,3,4
2017-07-28 14:20:51,1,ecr,3,5
2017-07-28 14:20:52,0,,0,0
2017-07-28 14:20:53,1,rut,3,3
2017-07-28 14:20:54,1,tip,3,5
2017-07-28 14:20:55,0,,0,0
2017-07-28 14:20:56,0,,0,0
2017-07-28 14:20:57,0,,0,0
2017-07-28 14:20:58,1,dip,3,6
2017-07-28 14:20:59,0,,0,0
2017-07-28 14:21:00,0,,0,0
2017-07-28 14:21:01,0,,0,0
2017-07-28 14:21:02,0,,0,0
2017-07-28 14:21:03,0,,0,0
2017-07-28 14:21:04,0,,0,0
2017-07-28 14:21:05,1,deep,4,7
2017-07-28 14:21:06,0,,0,0
2017-07-28 14:21:07,0,,0,0
2017-07-28 14:21:08,1,die,3,4
2017-07-28 14:21:09,0,,0,0
2017-07-28 14:21:10,0,,0,0
2017-07-28 14:21:11,1,deep,4,7
2017-07-28 14:21:12,0,,0,0
2017-07-28 14:21:13,0,,0,0
2017-07-28 14:21:14,0,,0,0
2017-07-28 14:21:15,0,,0,0
2017-07-28 14:21:16,0,,0,0
2017-07-28 14:21:17,0,,0,0
2017-07-28 14:21:18,0,,0,0
2017-07-28 14:21:19,0,,0,0
2017-07-28 14:21:20,1,ten,3,3
2017-07-28 14:21:21,1,dup,3,6
2017-07-28 14:21:22,0,,0,0
2017-07-28 14:21:23,0,,0,0
2017-07-28 14:21:24,0,,0,0
2017-07-28 14:21:25,0,,0,0
2017-07-28 14:21:26,0,,0,0
2017-07-28 14:21:27,2,tense-due,8,9
2017-07-28 14:21:28,0,,0,0
2017-07-28 14:21:29,0,,0,0
2017-07-28 14:21:30,0,,0,0
2017-07-28 14:21:31,0,,0,0
2017-07-28 14:21:32,1,cup,3,7
2017-07-28 14:21:33,0,,0,0
2017-07-28 14:21:34,0,,0,0
2017-07-28 14:21:35,0,,0,0
2017-07-28 14:21:36,0,,0,0
2017-07-28 14:21:37,1,seat,4,4
2017-07-28 14:21:38,1,cip,3,7
2017-07-28 14:21:39,0,,0,0
2017-07-28 14:21:40,0,,0,0
2017-07-28 14:21:41,0,,0,0
2017-07-28 14:21:42,0,,0,0
2017-07-28 14:21:43,0,,0,0
2017-07-28 14:21:44,1,ant,3,3
2017-07-28 14:21:45,0,,0,0
2017-07-28 14:21:46,0,,0,0
2017-07-28 14:21:47,0,,0,0
2017-07-28 14:21:48,0,,0,0
2017-07-28 14:21:49,0,,0,0
2017-07-28 14:21:50,0,,0,0
2017-07-28 14:21:51,0,,0,0
2017-07-28 14:21:52,1,utr,3,3
2017-07-28 14:21:53,0,,0,0
2017-07-28 14:21:54,0,,0,0
2017-07-28 14:21:55,0,,0,0
2017-07-28 14:21:56,0,,0,0
2017-07-28 14:21:57,0,,0,0
2017-07-28 14:21:58,0,,0,0
2017-07-28 14:21:59,0,,0,0
2017-07-28 14:22:00,0,,0,0
2017-07-28 14:22:01,0,,0,0
2017-07-28 14:22:02,0,,0,0
2017-07-28 14:22:03,1,east,4,4
2017-07-28 14:22:04,1,stan,4,4
2017-07-28 14:22:05,0,,0,0
2017-07-28 14:22:06,0,,0,0
2017-07-28 14:22:07,0,,0,0
2017-07-28 14:22:08,0,,0,0
2017-07-28 14:22:09,0,,0,0
2017-07-28 14:22:10,1,drie,4,5
2017-07-28 14:22:11,0,,0,0
2017-07-28 14:22:12,0,,0,0
2017-07-28 14:22:13,0,,0,0
2017-07-28 14:22:14,1,dric,4,7
2017-07-28 14:22:15,0,,0,0
2017-07-28 14:22:16,0,,0,0
2017-07-28 14:22:17,0,,0,0
2017-07-28 14:22:18,0,,0,0
2017-07-28 14:22:19,0,,0,0
2017-07-28 14:22:20,0,,0,0
2017-07-28 14:22:21,0,,0,0
2017-07-28 14:22:22,0,,0,0
2017-07-28 14:22:23,0,,0,0
2017-07-28 14:22:24,0,,0,0
2017-07-28 14:22:25,0,,0,0
2017-07-28 14:22:26,0,,0,0
2017-07-28 14:22:27,1,rip,3,5
2017-07-28 14:22:28,0,,0,0
2017-07-28 14:22:29,1,rant,4,4
2017-07-28 14:22:30,1,rants,5,5
2017-07-28 14:22:31,2,rut-tan,6,6
2017-07-28 14:22:32,3,runt-rid-runts,12,13
2017-07-28 14:22:33,0,,0,0
2017-07-28 14:22:34,0,,0,0
2017-07-28 14:22:35,3,ripe-stunt-eat,12,14
2017-07-28 14:22:36,1,stunts,6,6
2017-07-28 14:22:37,0,,0,0
2017-07-28 14:22:38,1,rip,3,5
2017-07-28 14:22:39,0,,0,0
2017-07-28 14:22:40,0,,0,0
2017-07-28 14:22:41,0,,0,0
2017-07-28 14:22:42,0,,0,0
2017-07-28 14:22:43,0,,0,0
2017-07-28 14:22:44,0,,0,0
2017-07-28 14:22:45,0,,0,0
2017-07-28 14:22:46,0,,0,0
2017-07-28 14:22:47,2,ent-art,6,6
2017-07-28 14:22:48,2,rep-arts,7,9
2017-07-28 14:22:49,0,,0,0
2017-07-28 14:22:50,0,,0,0
2017-07-28 14:22:51,2,start-peer,9,11
2017-07-28 14:22:52,0,,0,0
2017-07-28 14:22:53,1,starts,6,6
2017-07-28 14:22:54,1,cut,3,5
2017-07-28 14:22:55,1,dec,3,6
2017-07-28 14:22:56,1,nests,5,5
2017-07-28 14:22:57,1,tart,4,4
2017-07-28 14:22:58,1,deer,4,5
2017-07-28 14:22:59,1,tarts,5,5
2017-07-28 14:23:00,2,tent-tarn,8,8
2017-07-28 14:23:01,1,dice,4,7
2017-07-28 14:23:02,1,tarns,5,5
2017-07-28 14:23:03,0,,0,0
2017-07-28 14:23:04,0,,0,0
2017-07-28 14:23:05,1,teas,4,4
2017-07-28 14:23:06,0,,0,0
2017-07-28 14:23:07,1,red,3,4
2017-07-28 14:23:08,0,,0,0
2017-07-28 14:23:09,0,,0,0
2017-07-28 14:23:10,0,,0,0
2017-07-28 14:23:11,0,,0,0
2017-07-28 14:23:12,2,rec-cat,6,10
2017-07-28 14:23:13,0,,0,0
2017-07-28 14:23:14,0,,0,0
2017-07-28 14:23:15,0,,0,0
2017-07-28 14:23:16,1,rat,3,3
2017-07-28 14:23:17,1,sent,4,4
2017-07-28 14:23:18,1,trans,5,5
2017-07-28 14:23:19,1,rude,4,5
2017-07-28 14:23:20,0,,0,0
2017-07-28 14:23:21,0,,0,0
2017-07-28 14:23:22,2,tran-pier,8,10
2017-07-28 14:23:23,1,act,3,5
2017-07-28 14:23:24,0,,0,0
2017-07-28 14:23:25,1,pic,3,7
2017-07-28 14:23:26,0,,0,0
2017-07-28 14:23:27,1,pier,4,6
2017-07-28 14:23:28,0,,0,0
2017-07-28 14:23:29,0,,0,0
2017-07-28 14:23:30,0,,0,0
2017-07-28 14:23:31,0,,0,0
2017-07-28 14:23:32,0,,0,0
2017-07-28 14:23:33,0,,0,0
2017-07-28 14:23:34,1,taste,5,5
